source,target
240791,503871
240791,650834
241133,1113459
243483,459214
246618,1113742
246618,116553
248425,1113831
248425,1121398
248425,592975
248425,594387
248431,1113831
248823,682666
249858,111866
251756,1102550
251756,195792
253762,23116
253971,1129621
254923,108047
255233,33303
258259,168958
259701,1114331
259702,1114331
259702,1131116
259772,1114336
261040,110164
261040,1117184
263069,1131116
263069,148341
263279,1114502
263482,1114512
263482,1118302
263482,263486
263486,1114512
263498,1152761
263498,1153860
264347,1153183
265203,86359
270600,1114838
270600,1153003
273152,210871
273949,1114992
284414,1115456
286513,1131557
286513,177993
287787,1123756
287787,1130847
287787,1130856
287787,415693
287787,503883
287787,634902
287787,634904
287787,634938
287787,634975
287787,647447
288107,1123215
289779,289780
289779,801170
289780,1128453
289780,1153784
289780,801170
289781,1128453
289781,1153784
289781,289780
289781,801170
292277,578845
293271,293285
293974,1125469
294126,649944
302545,1152858
307015,1131198
307015,335733
307015,39474
307015,643199
307656,1131360
307656,270085
310530,38839
315789,1138027
315789,1139195
318071,1153014
318187,1116922
321861,1117089
334153,1117618
335733,643199
337766,110162
340299,74427
341188,1117942
341188,682666
365294,7430
368605,1153003
375605,1119505
375825,1119623
376704,1119654
380341,60560
384428,1120019
385067,272345
387795,128540
390693,1131639
395553,395547
395553,684972
395725,1135115
395725,1153933
397488,1120643
397488,1134865
399339,1120731
400356,1120777
400356,66990
408885,1154173
415693,254923
416867,1121537
416964,127940
421481,375825
423816,1134865
423816,48781
427606,1050679
427606,1131634
427606,1138968
427606,62329
430329,127940
430574,1105622
445938,315266
446610,300071
447224,164885
458439,1123493
459206,1123530
459213,1123530
459214,1123530
459216,1123530
459216,593210
467383,1128977
467383,116553
486840,1128975
486840,595063
503877,1131374
503877,1153577
503877,1154076
503883,1131374
503883,1153577
503883,1154076
503883,577331
503883,646809
503883,646836
503883,646913
503883,647413
503883,647447
503893,1153577
503893,33904
503893,646837
513189,1125597
513189,573964
513189,576691
513189,787016
519318,1125906
521207,521269
521269,1125993
566653,3085
566653,566664
566664,3085
567005,1127810
568857,1129629
568857,1153816
573535,693143
573553,1129608
573553,1135750
573553,1138970
573553,171954
573553,820662
573964,513189
573964,576691
573964,787016
574009,594900
574264,576795
574264,815096
575077,117316
575077,579008
575077,593544
575077,594649
575077,608190
575077,608191
575077,66556
575077,94641
575292,1131734
575292,1138968
575402,1129778
575795,1128975
575795,595063
576257,1153943
576257,594649
576362,1129629
576362,286500
576362,568857
576691,1128198
576725,576795
576795,1128201
576973,1128208
576973,58758
577227,1131752
577331,1128227
578646,1128291
578646,1128319
578646,1153899
578646,1153900
578646,578645
578646,578649
578650,1128291
578650,1153853
578650,578649
578669,1128943
578669,1128978
578845,578645
578845,593240
578845,593559
578845,593560
578898,578646
579008,1128943
579008,1128978
579008,248425
579008,593921
579008,594387
579108,1128314
589923,590022
592973,592975
592973,592986
592975,592986
592986,592975
592993,1128943
592993,1128978
592993,593105
592996,1128943
592996,1128978
593022,1128946
593060,1128977
593091,593248
593104,1129015
593104,593921
593104,593942
593155,593240
593201,594649
593209,593210
593240,1136791
593240,593210
593328,87363
593329,87363
593544,1128982
593559,593560
593560,593559
593942,1129015
593942,1153896
594011,1153896
594011,593942
594039,1129015
594047,1129629
594047,650834
594483,1129040
594511,1153899
594511,1153900
601462,1129367
601462,1129368
601462,1129369
604073,1129494
606479,1129610
608190,608191
608190,70970
608191,70970
608326,1129683
608326,1131611
617575,1130080
628500,1130600
628500,188471
628667,628668
628751,628764
628751,950986
628815,1130567
628888,628764
634902,634975
634904,634975
634938,1130847
640617,259702
642593,1131163
642920,1131184
642920,642930
642930,1131184
643199,1131198
646809,1131374
646809,1154076
646809,646913
646900,1131359
646900,1131360
646900,1132731
646900,646913
646913,1131359
646913,647413
647315,1154076
647447,577331
648232,567005
650807,1131549
650807,1131565
650814,1131550
656048,1131828
656231,103531
662250,1132073
684972,395547
684986,395553
684986,684972
687401,273949
693143,573535
693143,695284
733534,1135122
733534,948147
734406,1135115
735303,735311
752684,1135955
787016,573978
815073,205196
815096,205196
35,103482
35,175291
35,249421
35,27510
35,46431
40,1114442
114,434
887,10796
1481,1113934
1481,1114864
1481,1119295
1481,200480
1956,1153101
1956,1153150
2354,40151
4329,46468
4584,1128839
4584,1272
4584,13885
4660,18615
4660,582343
5194,133563
6184,3229
6209,212930
6213,10796
6213,434
6213,672064
6214,97892
6741,411092
6741,417017
6741,51909
6814,390896
6925,372862
10177,10169
10183,1110947
12330,949217
12350,101811
12359,242637
13686,1272
13717,38000
15429,10169
16437,152219
16471,1126044
16485,105856
16485,1120049
18619,18615
18777,66794
18777,79817
18815,1104449
20193,1114777
20193,144330
20528,1103676
20528,1107067
23116,1105433
23116,40124
23507,23502
23507,649731
28412,1128430
28504,131315
33231,1105531
33231,1121254
35778,108962
35778,108983
37483,2440
37483,5959
43186,1135894
45188,350362
45189,192850
45189,272720
46452,582343
56115,63486
56167,1152308
59626,102406
63931,1117786
66990,39210
89547,6771
106590,1095507
126912,103543
189566,310742
189856,683355
189856,683404
213279,197783
254923,444240
377303,1129572
