source,target
284023,1152958
284023,1152959
284023,119761
284023,346292
284025,119761
284025,949217
285687,285675
289085,689152
289088,689152
289885,1115701
289885,20924
289945,48550
294030,20924
300806,1133010
300806,29723
300806,396412
300806,6818
307336,285675
307336,708945
310653,159897
314459,1121603
321004,1117049
325314,1122704
330148,184918
330148,23502
330208,469504
330208,99025
335042,1117653
335042,289085
340078,928873
340078,949217
342802,2695
346243,521251
346292,1152958
346292,284023
348305,193352
350319,193932
354004,1118546
358866,358894
358866,79809
358884,358894
358887,358894
358887,79809
360028,1118823
367312,1119211
367312,746058
368431,30901
368657,400455
370366,1140040
370366,641956
370366,928873
379288,67633
385572,1120084
389715,107251
389715,107252
395540,1130676
397590,1120650
399370,60159
400455,368657
400473,131117
409255,1153097
424540,48555
430711,1132416
430711,671052
431206,662572
440815,645571
444191,1154068
444191,6910
449841,1123093
466170,66794
509379,1125393
519353,1125909
520471,1125953
521183,1125992
521183,521251
521251,1125992
521252,1125992
521855,519353
522338,1132864
522338,683360
523010,1126044
523010,1140543
523394,714975
523574,1154229
523574,523394
523574,653441
523574,714289
529165,1126315
531348,531351
531351,531348
545647,582511
559804,653441
559804,714289
560936,562123
560936,91581
561364,642827
561568,153063
561581,561582
561581,646440
561582,561581
561593,1131223
561595,561581
561595,561582
561610,561595
561611,561595
561611,561610
561613,153063
561613,561568
561674,1127541
561674,561581
561674,562067
561789,1127551
561789,561674
561789,562067
561809,1127558
561809,1131300
561809,562067
562067,1127566
562123,560936
562940,1127619
562940,61417
563613,1129572
563613,31927
567018,1127812
578306,578347
578309,578347
578337,1132486
578337,236759
578337,696345
578337,696346
578337,99023
578347,578309
578365,578306
578365,578309
582139,1128425
582139,1130680
582343,1128437
582349,1128437
582511,545647
591016,1128856
591016,591017
591017,1128856
592826,1128935
592830,1128935
594119,1129021
610529,1153946
612306,1131719
612306,193347
613409,1129907
616336,689439
617378,1130069
621555,1130243
626530,1130454
626530,1154012
626530,626531
626530,626574
626531,1130454
626531,626574
626574,1154012
626999,139547
626999,911198
627024,911198
628458,628459
630817,1130676
630890,1130678
631015,396412
631015,631052
632796,884094
632874,40583
633030,633031
633031,633030
633081,1130780
633081,31489
633081,40605
633081,632796
633081,632874
633585,40605
633585,633721
633585,884094
633721,1130915
641956,1131149
641956,1131150
641976,1131150
641976,672070
641976,672071
642621,1131164
642621,1131258
642621,16819
642641,645084
642681,1131167
642681,1131236
642681,644093
642681,644334
642681,644441
642681,646286
642798,1131172
642798,644470
642847,642681
642894,1131180
642894,1131236
642894,1131301
642894,1131312
642894,1131335
642894,642798
642894,643239
642894,643485
642894,645046
642894,645870
642894,646286
642894,646334
642894,646357
643003,1131189
643069,1131192
643221,1131236
643221,1131257
643221,1131305
643221,1131312
643221,1131334
643221,1131335
643221,126927
643221,16819
643221,642894
643221,643239
643221,643485
643221,644093
643221,644448
643221,644577
643221,645897
643221,646286
643239,1131312
643239,1131334
643239,126927
643239,16819
643239,643221
643239,644093
643485,643221
643695,1154068
643695,643597
643734,643777
643735,643734
644093,1131236
644361,645016
644363,645016
644427,1131257
644427,644577
644441,1131258
644441,644334
644448,1131258
644448,1131314
644448,644470
644448,644494
644494,1131314
644494,644470
644577,1131301
644577,1131305
644577,1131334
644577,643485
644577,645897
644843,1131274
644843,645016
645016,1154071
645046,1131301
645046,646334
645046,646357
645084,1131277
645088,1131277
645088,645084
645452,645016
645571,645897
645870,1131301
645870,644494
645897,126927
646286,6913
646289,6913
646334,646357
646357,646334
646412,1131330
648106,1131421
648106,648112
648112,1131420
648112,1131421
648112,648106
648112,648121
648121,1131420
648121,648106
648369,1131414
649730,1131464
649731,1131464
649731,123825
649739,1131464
653441,1134346
653441,189774
653628,1133930
654177,1131728
654326,1131741
654326,654339
654339,1131741
654339,654326
654519,1131754
662416,1123188
662572,431206
671052,1132406
671269,1132418
671269,1132443
671269,1132461
671269,1154123
671269,1154124
671293,1132443
672064,6130
672070,1132443
672070,1154123
672070,1154124
672070,6130
672070,672071
672071,1132443
672071,1132461
672071,6130
672071,672070
675649,1132505
675756,1132505
675756,675649
675847,1132505
682508,1132857
683294,1132857
683294,682508
683355,683404
683360,683404
683404,683355
684531,684372
688824,1133008
688849,1133010
689152,289085
696343,1133428
696345,236759
696345,2658
696345,696342
696345,696346
709113,1134031
709518,1134056
711994,1134197
714208,189774
714256,1154232
714256,1154233
714256,189572
714256,714260
714256,714748
714260,559804
714260,714879
714289,1154230
714289,1154232
714289,189571
714289,559804
714289,714208
733167,1154276
733576,1135082
738941,1135455
738941,162080
739280,367312
739280,746058
739707,950305
739816,1135894
739816,1140543
739816,1140548
746058,367312
751408,1135899
753047,1136631
753047,1136634
753047,753070
753047,753264
753047,753265
753047,767763
753070,753047
753070,753264
753070,767763
753264,753047
753264,767763
753265,753047
754594,1136040
755082,1136393
756061,1136110
756061,1136446
756061,1136447
762980,1136446
762980,1136447
763009,1136446
763009,1136447
763009,1136449
763010,1136446
763010,1136447
763010,1136449
763010,762980
767763,1136631
779960,1137140
814836,1138619
817774,820661
824245,1139009
851968,1140231
853114,19621
853114,853116
853114,853155
853115,19621
853115,853114
853115,853116
853115,853155
853116,19621
853116,853155
853118,1140289
853155,853118
954315,1155073
910,28278
910,576257
910,755217
1272,1108167
1272,1129208
1272,157805
1272,192734
1272,254923
1272,284414
1365,1031453
1365,1116347
1365,1116594
1365,1130600
1365,1136422
1365,161221
1365,188471
1365,23507
1365,340299
1365,628500
1365,648232
1365,782486
1365,85299
1717,50381
2440,1114512
2440,136766
2440,136768
2440,63931
2653,1118764
2653,28641
2653,321861
2653,4660
2653,6125
2653,65650
3217,86840
3229,1050679
3229,1103960
3229,1105718
3229,1109392
3229,1125895
3229,133550
3229,16461
3229,27631
3229,35343
3229,35863
3229,72101
3229,82087
3229,82098
3231,1125386
3231,263279
3233,976284
3240,1110531
3243,1113739
4330,1112929
4330,118436
4330,120013
4330,168410
4330,299197
4330,37884
4330,390889
4330,395553
4330,4329
4330,684986
4335,116790
4335,390889
4335,62274
5959,152226
5966,1110390
5966,1114502
5966,86840
6343,359067
6767,1106103
6767,1120444
6767,6925
6818,293974
6818,37884
8224,263279
8617,12359
8703,101145
8703,353541
10435,41417
10531,1107567
10796,6217
10796,93320
10798,10183
10798,18619
10798,20193
11335,217139
11342,65650
13212,170338
13269,17476
13885,13917
14531,56167
14807,264347
17798,56167
18615,4660
19621,240791
19621,6184
19621,628888
19621,66990
19621,948147
20924,1108267
20924,521207
22563,13686
22563,94229
22875,22876
22883,22876
23502,23507
23738,1118764
23738,65650
23738,73146
24966,23116
24966,27627
25702,1153897
27174,35343
27535,13686
28957,103537
28957,94713
29723,300071
30895,144679
31353,1107567
31353,1129608
31353,1135746
32083,1153933
32083,35061
32083,45605
35797,1050679
35797,1128974
36140,46500
36140,57764
36162,20528
39199,66990
39890,149669
40151,288
46887,45212
55770,521207
63486,96845
63915,6939
65212,23116
65653,1105450
65653,1112319
66794,1102646
79809,1153275
83847,1117501
84020,1106298
85688,6539
103543,126912
105856,273949
108974,1125469
123825,1131634
133563,133566
141160,1109891
162664,510718
189620,1129994
202639,1117348
202639,1123087
202639,40131
231198,1153922
262178,1138968
521183,521207
